51.000000	9.245351	8.569735	8.140702	7.847880	6.620680
52.000000	9.794822	9.374412	8.999091	8.698955	7.145830
53.000000	9.955339	9.766396	9.521172	9.282744	7.632832
54.000000	9.992194	9.924781	9.795733	9.639247	8.073277
55.000000	9.999117	9.979102	9.922075	9.834273	8.461766
56.000000	10.000119	9.995188	9.973501	9.930466	8.796003
57.000000	10.000120	9.999334	9.992165	9.973513	9.076509
58.000000	10.000120	10.000119	9.998266	9.991055	9.306173
59.000000	10.000120	10.000120	9.999976	9.997643	9.489626
60.000000	10.000120	10.000120	10.000120	9.999724	9.632618
61.000000	10.000120	10.000120	10.000120	10.000119	9.741381
62.000000	10.000120	10.000120	10.000120	10.000120	9.822120
63.000000	10.000120	10.000120	10.000120	10.000120	9.880605
64.000000	10.000120	10.000120	10.000120	10.000120	9.921962
65.000000	10.000120	10.000120	10.000120	10.000120	9.950484
66.000000	10.000120	10.000120	10.000120	10.000120	9.969682
67.000000	10.000120	10.000120	10.000120	10.000120	9.982288
68.000000	10.000120	10.000120	10.000120	10.000120	9.990284
69.000000	10.000120	10.000120	10.000120	10.000120	9.995255
70.000000	10.000120	10.000120	10.000120	10.000120	9.998105
71.000000	10.000120	10.000120	10.000120	10.000120	9.999641
72.000000	10.000120	10.000120	10.000120	10.000120	10.000119
73.000000	10.000120	10.000120	10.000120	10.000120	10.000120
74.000000	10.000120	10.000120	10.000120	10.000120	10.000120
75.000000	10.000120	10.000120	10.000120	10.000120	10.000120
76.000000	10.000120	10.000120	10.000120	10.000120	10.000120
77.000000	10.000120	10.000120	10.000120	10.000120	10.000120
78.000000	10.000120	10.000120	10.000120	10.000120	10.000120
79.000000	10.000120	10.000120	10.000120	10.000120	10.000120
80.000000	10.000120	10.000120	10.000120	10.000120	10.000120
81.000000	10.000120	10.000120	10.000120	10.000120	10.000120
82.000000	10.000120	10.000120	10.000120	10.000120	10.000120
83.000000	10.000120	10.000120	10.000120	10.000120	10.000120
84.000000	10.000120	10.000120	10.000120	10.000120	10.000120
85.000000	10.000120	10.000120	10.000120	10.000120	10.000120
86.000000	10.000120	10.000120	10.000120	10.000120	10.000120
87.000000	10.000120	10.000120	10.000120	10.000120	10.000120
88.000000	10.000120	10.000120	10.000120	10.000120	10.000120
89.000000	10.000120	10.000120	10.000120	10.000120	10.000120
90.000000	10.000120	10.000120	10.000120	10.000120	10.000120
91.000000	10.000120	10.000120	10.000120	10.000120	10.000120
92.000000	10.000120	10.000120	10.000120	10.000120	10.000120
93.000000	10.000120	10.000120	10.000120	10.000120	10.000120
94.000000	10.000120	10.000120	10.000120	10.000120	10.000120
95.000000	10.000120	10.000120	10.000120	10.000120	10.000120
96.000000	10.000120	10.000120	10.000120	10.000120	10.000120
97.000000	10.000120	10.000120	10.000120	10.000120	10.000120
98.000000	10.000120	10.000120	10.000120	10.000120	10.000120
99.000000	10.000000	10.000000	10.000000	10.000000	10.000000
