0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
2.000000	1.000000	1.000000	1.000000	1.000000	1.000000
3.000000	1.000000	1.000000	1.000000	1.000000	1.000000
4.000000	1.000000	1.000000	1.000000	1.000000	1.000000
5.000000	1.000000	1.000000	1.000000	1.000000	1.000000
6.000000	1.000000	1.000000	1.000000	1.000000	1.000000
7.000000	1.000000	1.000000	1.000000	1.000000	1.000000
8.000000	1.000000	1.000000	1.000000	1.000000	1.000000
9.000000	1.000000	1.000000	1.000000	1.000000	1.000000
10.000000	1.000000	1.000000	1.000000	1.000000	1.000000
11.000000	1.000000	1.000000	1.000000	1.000000	1.000000
12.000000	1.000000	1.000000	1.000000	1.000000	1.000000
13.000000	1.000000	1.000000	1.000000	1.000000	1.000000
14.000000	1.000000	1.000000	1.000000	1.000000	1.000000
15.000000	1.000000	1.000000	1.000000	1.000000	1.000000
16.000000	1.000000	1.000000	1.000000	1.000000	1.000000
17.000000	1.000000	1.000000	1.000000	1.000000	1.000000
18.000000	1.000000	1.000000	1.000000	1.000000	1.000000
19.000000	1.000000	1.000000	1.000000	1.000000	1.000000
20.000000	1.000000	1.000000	1.000000	1.000000	1.000000
21.000000	1.000000	1.000000	1.000000	1.000000	1.000015
22.000000	1.000000	1.000000	1.000000	1.000000	1.000081
23.000000	1.000000	1.000000	1.000000	1.000000	1.000232
24.000000	1.000000	1.000000	1.000000	1.000000	1.000473
25.000000	1.000000	1.000000	1.000000	1.000000	1.000884
26.000000	1.000000	1.000000	1.000000	1.000000	1.001577
27.000000	1.000000	1.000000	1.000000	1.000000	1.002754
28.000000	1.000000	1.000000	1.000000	1.000000	1.004723
29.000000	1.000000	1.000000	1.000000	1.000000	1.007968
30.000000	1.000000	1.000000	1.000000	1.000000	1.013209
31.000000	1.000000	1.000000	1.000000	1.000000	1.021500
32.000000	1.000000	1.000000	1.000000	1.000000	1.034335
33.000000	1.000000	1.000000	1.000000	1.000000	1.053760
34.000000	1.000000	1.000000	1.000000	1.000000	1.082501
35.000000	1.000000	1.000000	1.000000	1.000015	1.124044
36.000000	1.000000	1.000000	1.000000	1.000084	1.182701
37.000000	1.000000	1.000000	1.000039	1.000327	1.263577
38.000000	1.000000	1.000003	1.000175	1.001078	1.372455
39.000000	1.000000	1.000049	1.000691	1.003382	1.515534
40.000000	1.000000	1.000267	1.002538	1.010006	1.699048
41.000000	1.000026	1.001253	1.008697	1.027627	1.928737
42.000000	1.000182	1.005464	1.027430	1.070714	2.209242
43.000000	1.001291	1.021585	1.078877	1.166930	2.543446
44.000000	1.008227	1.075899	1.205213	1.361951	2.931866
45.000000	1.045059	1.234254	1.479740	1.718417	3.372189
46.000000	1.205514	1.626173	2.001752	2.302159	3.859029
47.000000	1.754919	2.430758	2.860068	3.153155	4.383990
48.000000	3.143624	3.764507	4.066207	4.251341	4.936059
49.000000	5.500030	5.500096	5.500276	5.500463	5.502185
50.000000	7.856536	7.235837	6.934502	6.749561	6.068469
