2	418107703068691930518913024.000000
4	418107703068691930518913024.000000
6	418107703068691930518913024.000000
8	418107703068691930518913024.000000
10	418107703068691930518913024.000000
12	418107703068691930518913024.000000
14	418107703068691930518913024.000000
16	418107703068691930518913024.000000
18	418107703068691930518913024.000000
20	418107703068691930518913024.000000
22	418107703068691930518913024.000000
24	418107703068691930518913024.000000
26	418107703068691930518913024.000000
28	418107703068691930518913024.000000
30	418107703068691930518913024.000000
32	418107703068691930518913024.000000
34	418107703068691930518913024.000000
36	418107703068691930518913024.000000
38	418107703068691930518913024.000000
40	418107703068691930518913024.000000
42	418107703068691930518913024.000000
44	418107703068691930518913024.000000
46	418107703068691930518913024.000000
48	418107703068691930518913024.000000
50	418107703068691930518913024.000000
52	418107703068691930518913024.000000
54	418107703068691930518913024.000000
56	418107703068691930518913024.000000
58	418107703068691930518913024.000000
60	418107703068691930518913024.000000
62	418107703068691930518913024.000000
64	418107703068691930518913024.000000
66	418107703068691930518913024.000000
68	418107703068691930518913024.000000
70	418107703068691930518913024.000000
72	418107703068691930518913024.000000
74	418107703068691930518913024.000000
76	418107703068691930518913024.000000
78	418107703068691930518913024.000000
80	418107703068691930518913024.000000
82	418107703068691930518913024.000000
84	418107703068691930518913024.000000
86	418107703068691930518913024.000000
88	418107703068691930518913024.000000
90	418107703068691930518913024.000000
92	418107703068691930518913024.000000
94	418107703068691930518913024.000000
96	418107703068691930518913024.000000
98	418107703068691930518913024.000000
